Symbol;Name;MarketCap;IPOyear;Sector;industry
VRNS;Varonis Systems, Inc.;$1.05B;2014;Technology;Computer Software: Prepackaged Software
VDSI;VASCO Data Security International, Inc.;$530.61M;n/a;Technology;EDP Services
VBLT;Vascular Biogenics Ltd.;$108.95M;2014;Health Care;Major Pharmaceuticals
VBIV;VBI Vaccines, Inc.;$158.1M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
WOOF;VCA Inc. ;$7.53B;2001;Consumer Non-Durables;Farming/Seeds/Milling
VECO;Veeco Instruments Inc.;$1.05B;1994;Technology;Industrial Machinery/Components
DGLD;VelocityShares 3x Inverse Gold ETN;$14.84M;n/a;Finance;Investment Bankers/Brokers/Service
DSLV;VelocityShares 3x Inverse Silver ETN;$32.95M;n/a;Finance;Investment Bankers/Brokers/Service
UGLD;VelocityShares 3x Long Gold ETN;$101.33M;n/a;Finance;Investment Bankers/Brokers/Service
USLV;VelocityShares 3x Long Silver ETN;$239.6M;n/a;Finance;Investment Bankers/Brokers/Service
TVIZ;VelocityShares Daily 2x VIX Medium-Term ETN;$2.13M;n/a;Finance;Investment Bankers/Brokers/Service
TVIX;VelocityShares Daily 2x VIX Short-Term ETN;$207.86M;n/a;Finance;Investment Bankers/Brokers/Service
ZIV;VelocityShares Daily Inverse VIX Medium-Term ETN;$196.44M;n/a;Finance;Investment Bankers/Brokers/Service
XIV;VelocityShares Daily Inverse VIX Short-Term ETN;$831.53M;n/a;Finance;Investment Bankers/Brokers/Service
VIIZ;VelocityShares VIX Medium-Term ETN;$1.03M;n/a;Finance;Investment Bankers/Brokers/Service
VIIX;VelocityShares VIX Short-Term ETN;$14.85M;n/a;Finance;Investment Bankers/Brokers/Service
VEON;VEON Ltd.;$7.31B;n/a;Public Utilities;Telecommunications Equipment
VRA;Vera Bradley, Inc.;$361.9M;2010;Consumer Non-Durables;Apparel
VCYT;Veracyte, Inc.;$280.3M;2013;Health Care;Medical Specialities
VSTM;Verastem, Inc.;$135.02M;2012;Health Care;Major Pharmaceuticals
VCEL;Vericel Corporation;$101.58M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
VRNT;Verint Systems Inc.;$2.33B;2002;Technology;EDP Services
VRSN;VeriSign, Inc.;$9.92B;1998;Technology;EDP Services
VRSK;Verisk Analytics, Inc.;$13.64B;2009;Technology;EDP Services
VBTX;Veritex Holdings, Inc.;$406.44M;2014;Finance;Major Banks
VERI;Veritone, Inc.;$137.6M;2017;Technology;EDP Services
VRML;Vermillion, Inc.;$79.09M;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRNA;Verona Pharma plc;$154.7M;2017;Health Care;Major Pharmaceuticals
VSAR;Versartis, Inc.;$630.24M;2014;Health Care;Major Pharmaceuticals
VTNR;Vertex Energy, Inc;$35.36M;n/a;Energy;Integrated oil Companies
VRTX;Vertex Pharmaceuticals Incorporated;$38.96B;1991;Health Care;Major Pharmaceuticals
VIA;Viacom Inc.;$14.82B;n/a;Consumer Services;Television Services
VIAB;Viacom Inc.;$10.5B;n/a;Consumer Services;Television Services
VMET;Viamet Pharmaceuticals Corp.;n/a;n/a;n/a;n/a
VSAT;ViaSat, Inc.;$3.84B;1996;Technology;Radio And Television Broadcasting And Communications Equipment
VIAV;Viavi Solutions Inc.;$2.4B;n/a;Technology;Semiconductors
VICL;Vical Incorporated;$29.07M;1993;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
VICR;Vicor Corporation;$726.19M;n/a;Capital Goods;Industrial Machinery/Components
CIZ;VictoryShares Developed Enhanced Volatility Wtd ETF;n/a;n/a;n/a;n/a
VSDA;VictoryShares Dividend Accelerator ETF;n/a;n/a;n/a;n/a
CEZ;VictoryShares Emerging Market Volatility Wtd ETF;n/a;n/a;n/a;n/a
CID;VictoryShares International High Div Volatility Wtd ETF;n/a;n/a;n/a;n/a
CIL;VictoryShares International Volatility Wtd ETF;n/a;n/a;n/a;n/a
CFO;VictoryShares US 500 Enhanced Volatility Wtd ETF;$31.24M;n/a;n/a;n/a
CFA;VictoryShares US 500 Volatility Wtd ETF;$8.94M;n/a;n/a;n/a
CSF;VictoryShares US Discovery Enhanced Volatility Wtd ETF;$22.75M;n/a;n/a;n/a
CDC;VictoryShares US EQ Income Enhanced Volatility Wtd ETF;$28.52M;n/a;n/a;n/a
CDL;VictoryShares US Large Cap High Div Volatility Wtd ETF;n/a;n/a;n/a;n/a
VSMV;VictoryShares US Multi-Factor Minimum Volatility ETF;n/a;n/a;n/a;n/a
CSB;VictoryShares US Small Cap High Div Volatility Wtd ETF;n/a;n/a;n/a;n/a
CSA;VictoryShares US Small Cap Volatility Wtd ETF;$2.17B;n/a;n/a;n/a
VBND;Vident Core U.S. Bond Strategy Fund;$428.86M;n/a;n/a;n/a
VUSE;Vident Core US Equity ETF;$457.98M;n/a;n/a;n/a
VIDI;Vident International Equity Fund;n/a;n/a;n/a;n/a
VDTH;Videocon d2h Limited;$959.28M;n/a;Consumer Services;Television Services
VRAY;ViewRay, Inc.;$298.97M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX;Viking Therapeutics, Inc.;$27.28M;2015;Health Care;Major Pharmaceuticals
VKTXW;Viking Therapeutics, Inc.;n/a;n/a;Health Care;Major Pharmaceuticals
VBFC;Village Bank and Trust Financial Corp.;$45.5M;n/a;Finance;Major Banks
VLGEA;Village Super Market, Inc.;$352.94M;n/a;Consumer Services;Food Chains
VNOM;Viper Energy Partners LP;$1.99B;2014;Energy;Oil & Gas Production
VIRC;Virco Manufacturing Corporation;$82.73M;n/a;Consumer Durables;Industrial Specialties
VIRT;Virtu Financial, Inc.;$3.02B;2015;Finance;Investment Bankers/Brokers/Service
VRTS;Virtus Investment Partners, Inc.;$834.11M;n/a;Finance;Investment Managers
VRTSP;Virtus Investment Partners, Inc.;n/a;n/a;Finance;Investment Managers
VRTU;Virtusa Corporation;$969.78M;2007;Technology;EDP Services
VTGN;VistaGen Therapeutics, Inc.;$16.74M;n/a;Health Care;Major Pharmaceuticals
VIST;Visterra, Inc.;n/a;n/a;n/a;n/a
VTL;Vital Therapies, Inc.;$128.73M;2014;Health Care;Major Pharmaceuticals
VIVE;Viveve Medical, Inc.;$125.13M;n/a;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
VVPR;VivoPower International PLC;$51.12M;n/a;Public Utilities;Power Generation
VVUS;VIVUS, Inc.;$107.8M;1994;Health Care;Major Pharmaceuticals
VOD;Vodafone Group Plc;$79.36B;n/a;Public Utilities;Telecommunications Equipment
VOXX;VOXX International Corporation;$171.54M;n/a;Consumer Non-Durables;Electronic Components
VYGR;Voyager Therapeutics, Inc.;$232.81M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
VSEC;VSE Corporation;$562.95M;n/a;Consumer Services;Military/Government/Technical
VTVT;vTv Therapeutics Inc.;$136.83M;2015;Health Care;Major Pharmaceuticals
VUZI;Vuzix Corporation;$118.37M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
VWR;VWR Corporation;$4.35B;2014;Consumer Durables;Diversified Electronic Products
WBA;Walgreens Boots Alliance, Inc.;$86.74B;n/a;Health Care;Medical/Nursing Services
WAFD;Washington Federal, Inc.;$2.94B;n/a;Finance;Major Banks
WAFDW;Washington Federal, Inc.;n/a;n/a;Finance;Major Banks
WASH;Washington Trust Bancorp, Inc.;$905.04M;n/a;Finance;Major Banks
WFBI;WashingtonFirst Bankshares Inc;$443.05M;n/a;Finance;Major Banks
WSBF;Waterstone Financial, Inc.;$539.39M;n/a;Finance;Savings Institutions
WVE;WAVE Life Sciences Ltd.;$557.4M;2015;Health Care;Major Pharmaceuticals
WNFM;Wayne Farms, Inc.;n/a;n/a;n/a;n/a
WAYN;Wayne Savings Bancshares Inc.;$48.68M;n/a;Finance;Savings Institutions
WSTG;Wayside Technology Group, Inc.;$77.4M;n/a;Technology;Retail: Computer Software & Peripheral Equipment
WCFB;WCF Bancorp, Inc.;$26.77M;n/a;Finance;Major Banks
WDFC;WD-40 Company;$1.47B;1973;Basic Industries;Major Chemicals
FLAG;WeatherStorm Forensic Accounting Long Short ETF;$15.54M;n/a;n/a;n/a
WEB;Web.com Group, Inc.;$1.2B;n/a;Technology;Computer Software: Prepackaged Software
WBMD;WebMD Health Corp;$2.51B;2005;Miscellaneous;Business Services
WB;Weibo Corporation;$17.18B;2014;Technology;Computer Software: Programming, Data Processing
WEBK;Wellesley Bancorp, Inc.;$67.28M;2012;Finance;Banks
WEN;Wendy&#39;;;;
WERN;Werner Enterprises, Inc.;$2.17B;1986;Transportation;Trucking Freight/Courier Services
WSBC;WesBanco, Inc.;$1.67B;n/a;Finance;Major Banks
WTBA;West Bancorporation;$365.56M;n/a;Finance;Major Banks
WSTC;West Corporation;$1.99B;2013;Miscellaneous;Business Services
